İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,goalsPrevented,kilometersCovered,numberOfSprints,topSpeed
"Lukas Sulzbacher","865555","Bundesliga 23/24","Austrian Bundesliga","WSG Tirol","6.8","197.2","29","1","1","0","0","0","1","754","308","1062","70.998116760829","358","419","195","16","10","30.30303030303","56","22","4","0","1","23","29.487179487179","19","6","6","102","51.776649746193","27","49.090909090909","129","51.190476190476","2511","5.2631578947368","0","0","0","1","0","0","1","0","4","15","0","0","1","87","41.037735849057","48","0","1","12","577","7","151","71","1877","36","33","1","0","28","1","7","1","0","4","0","0","0","0","40","6","0","0","0","0","0","28","0","0","15","33","78","123","28","0","0","0","212","46","40","71.428571428571","2511","1","0","0","451","689","0","0","1","185","0","1062098","29","0","0","0","0"
"David Falkner","1994391","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","0","0","0","0","0","0","0","0.00075059","0","1","0","1","100","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2723958","1","0","0","0","0"
"Jamie Lawrence","997206","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.952","173.8","25","2","0","2","0","0.62355735","2","812","149","961","84.495317377732","633","179","35","11","2","28.571428571429","45","43","2","0","0","0","0","19","6","7","57","67.857142857143","107","70.860927152318","164","69.787234042553","2250","10.526315789474","0","0","0","2","0","0","2","0","18","1","0","0","2","76","59.842519685039","196","0","1","2","167","0","50","35","1391","10","17","0","0","7","1","6","1","0","5","0","0","0","0","35","3","0","0","0","0","0","25","0","0","10","7","1","71","44","0","0","0","127","38","32","71.111111111111","1125","0","0","0","675","286","2","2.3185","7","90","16","2092870","25","0","0","0","0"
"Jamie Lawrence","997206","Bundesliga 24/25","Austrian Bundesliga","WSG Tirol","7.3321428571429","205.3","28","3","1","3","0","0","3","1128","146","1274","88.540031397174","924","204","52","7","6","60","56","37","7","0","0","0","0","24","7","10","76","63.333333333333","93","65.957446808511","169","64.750957854406","2520","12.5","0","0","0","0","0","0","3","0","23","1","2","0","1","102","63.354037267081","239","1","0","3","169","0","45","23","1775","14","23","1","3","15","1","7","0","0","8","0","0","0","0","36","6","0","0","0","0","0","28","0","0","7","10","1","92","48","0","0","0","161","42","32","57.142857142857","840","0","0","0","991","284","5","0","4","94","0","1482593","28","0","0","0","0"
"Jamie Lawrence","997206","2nd Bundesliga 23/24","2. Bundesliga","1. FC Magdeburg","6.48","64.8","10","0","0","0","0","0","0","320","53","373","85.790884718499","229","91","31","1","1","100","8","9","2","0","0","0","0","2","0","1","11","55","13","52","24","53.333333333333","475","0","0","0","0","1","0","0","0","0","2","0","0","0","0","14","35","19","2","0","0","61","2","29","13","444","2","7","0","0","3","1","1","0","0","0","0","0","0","0","14","1","0","0","0","0","0","4","0","0","1","1","1","21","12","0","0","0","40","15","7","87.5","0","0","0","0","247","127","0","0","1","48","0","1051636","11","0","0","0","0"
"Marco Boras","1065156","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.9125","165.9","24","1","3","3","2","1.1789211","3","744","277","1021","72.869735553379","441","303","129","10","5","50","32","27","7","0","0","6","31.578947368421","13","5","5","49","48.514851485149","71","62.280701754386","120","55.813953488372","2101","7.6923076923077","0","0","0","1","2","0","1","0","9","4","1","0","0","152","52.777777777778","158","0","1","2","315","2","193","106","1396","13","28","0","0","18","0","3","0","0","5","0","0","0","0","31","3","0","0","0","0","0","24","0","0","10","10","19","95","43","0","0","0","288","34","18","56.25","2101","0","0","0","491","530","2","1.0654","0","96","11","2092846","24","0","0","0","0"
"Marco Boras","1065156","HNL 24/25","HNL","NK Slaven Belupo","6.745","134.9","20","1","0","0","0","0","1","441","151","592","74.493243243243","274","168","58","4","0","0","15","7","2","0","0","1","100","6","1","4","18","56.25","36","73.469387755102","54","66.666666666667","999","16.666666666667","0","0","0","0","0","0","1","0","6","0","0","0","1","77","45.833333333333","52","0","0","2","165","0","85","37","719","3","8","0","0","4","0","1","0","0","1","0","0","0","0","17","2","0","0","0","0","0","9","0","0","4","0","1","27","13","0","0","0","168","19","9","60","999","0","0","0","314","279","0","0","0","53","0","1485583","22","0","0","0","0"
"Marco Boras","1065156","HNL 23/24","HNL","NK Slaven Belupo","6.796875","217.5","32","0","1","0","0","0","0","841","312","1153","72.940156114484","564","280","94","16","0","0","33","23","2","0","0","3","75","14","0","13","48","62.337662337662","56","75.675675675676","104","68.87417218543","2286","0","0","0","0","1","1","0","0","0","11","3","0","0","0","120","38.095238095238","136","0","0","1","326","1","200","77","1464","15","21","1","0","9","1","1","0","0","4","0","0","0","0","46","5","0","0","0","0","0","24","0","0","16","0","4","47","18","0","0","0","315","51","28","84.848484848485","0","0","0","0","655","502","2","0","0","123","0","1046836","34","0","0","0","0"
"David Gugganig","791091","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.4444444444444","58","9","0","1","0","0","0.31616233","0","307","106","413","74.334140435835","199","108","30","2","0","0","14","6","2","0","0","0","0","5","0","2","19","51.351351351351","28","53.846153846154","47","52.808988764045","691","0","0","0","0","0","0","0","0","0","5","0","0","0","0","51","44.736842105263","38","0","0","1","113","0","48","14","524","6","10","0","0","8","1","3","0","0","0","0","0","0","0","14","0","0","0","0","0","0","7","0","0","2","0","1","42","24","0","0","0","114","14","4","28.571428571429","0","0","0","0","220","193","0","0.3156","2","19","2","2092850","10","0","0","0","0"
"David Gugganig","791091","Bundesliga 24/25","Austrian Bundesliga","WSG Tirol","6.9583333333333","167","24","1","2","1","1","0","2","847","261","1108","76.4440433213","598","250","89","11","4","50","58","24","3","0","1","1","100","20","8","9","85","61.594202898551","57","51.818181818182","142","57.258064516129","2009","5","0","0","0","1","0","0","1","0","15","5","0","1","0","119","41.463414634146","128","0","0","4","287","1","101","39","1493","24","18","0","0","30","0","3","0","0","4","0","0","0","0","29","5","0","0","0","0","0","24","0","0","11","8","1","106","53","0","0","0","287","34","31","53.448275862069","2009","1","0","0","672","437","3","0","2","75","0","1482615","24","0","0","0","0"
"David Gugganig","791091","Bundesliga 23/24","Austrian Bundesliga","WSG Tirol","6.8590909090909","150.9","22","0","2","1","1","0","1","661","201","862","76.682134570766","453","208","67","5","3","27.272727272727","29","28","6","1","1","0","0","15","3","9","51","51.515151515152","47","51.648351648352","98","51.578947368421","1819","0","0","0","0","0","2","0","0","0","11","4","0","0","0","99","49.009900990099","96","0","0","4","229","0","85","46","1159","20","14","0","0","24","0","3","0","0","3","0","0","0","0","27","5","0","0","0","0","0","21","0","0","5","11","3","92","44","0","0","0","202","32","20","68.965517241379","0","0","0","0","530","335","1","0","0","97","0","1062091","22","0","0","0","0"
"David Kubatta","1168503","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.7055555555556","120.7","18","1","2","1","1","0.26916938","2","509","158","667","76.311844077961","341","168","49","4","1","50","22","13","6","1","1","0","0","9","1","4","30","57.692307692308","57","69.512195121951","87","64.925373134328","1422","11.111111111111","0","0","0","0","0","0","1","0","8","1","1","0","0","62","40","81","0","2","2","172","2","62","22","864","7","13","1","0","6","0","4","0","0","3","0","0","0","0","17","3","0","0","0","0","0","17","0","0","4","2","2","47","25","0","0","0","155","20","11","50","1422","0","0","0","371","296","1","0.828","5","55","6","2265546","18","0","0","0","0"
"David Jaunegg","1129536","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.575","52.6","8","0","0","0","0","0.1182818","0","56","38","94","59.574468085106","31","25","13","1","0","0","2","2","0","0","0","1","50","0","0","0","12","66.666666666667","12","48","24","55.813953488372","288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","33.333333333333","25","0","0","0","45","0","11","5","157","11","3","0","0","3","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","1","1","2","19","13","0","0","0","33","6","1","50","0","0","0","0","43","51","0","0","2","4","1","2092876","9","0","0","0","0"
"David Jaunegg","1129536","Bundesliga 24/25","Austrian Bundesliga","WSG Tirol","6.86","137.2","20","1","0","0","0","0","1","376","150","526","71.48288973384","213","163","53","2","6","46.153846153846","27","23","3","0","0","0","0","7","2","4","57","67.857142857143","38","43.181818181818","95","55.232558139535","1428","14.285714285714","0","0","1","0","0","0","1","0","4","3","0","1","0","33","30.555555555556","93","0","2","3","189","0","46","14","848","25","12","0","0","5","1","1","0","0","4","0","0","0","0","20","4","0","0","0","0","0","15","0","0","2","13","4","77","50","0","0","0","108","24","21","77.777777777778","1428","0","0","0","259","271","1","0","0","47","0","1608296","22","0","0","0","0"
"David Jaunegg","1129536","Bundesliga 23/24","Austrian Bundesliga","WSG Tirol","5.8","5.8","1","0","0","0","0","0","0","1","1","2","50","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","5","0","1","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","2","0","0","0","0","0","0","1","1","0","0","0","0","0","1062078","1","0","0","0","0"
"Adam Stejskal","958100","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.5625","157.5","24","0","0","0","0","0.02922063","0","450","215","665","67.669172932331","363","87","23","1","1","100","0","0","1","0","0","0","0","0","0","0","4","66.666666666667","4","80","8","72.727272727273","2160","0","0","0","0","1","0","0","0","0","0","0","0","0","0","133","38.662790697674","39","1","2","0","215","0","30","23","869","3","1","0","0","1","0","0","0","52","5","7","1","39","11","34","3","18","20","19","10","0","24","0","0","1","1","0","3","1","0","0","0","344","37","0","0","0","0","0","13","408","257","0","0","173","186","0","2092842","24","-1.2347","0","0","0"
"Adam Stejskal","958100","Bundesliga 24/25","Austrian Bundesliga","WSG Tirol","6.878125","220.1","32","0","0","0","0","0","0","737","260","997","73.921765295888","624","113","25","0","0","0","1","0","3","0","0","0","0","0","0","0","2","28.571428571429","14","93.333333333333","16","72.727272727273","2880","0","0","0","0","0","0","0","0","0","0","0","0","0","0","184","41.818181818182","34","2","1","0","266","0","41","28","1303","2","0","0","0","5","0","0","0","86","8","3","0","54","28","41","9","14","16","16","7","0","32","0","0","0","0","0","6","1","0","0","0","440","50","1","100","0","0","0","14","696","301","0","0","279","251","0","1482607","32","0","0","0","0"
"Adam Stejskal","958100","Bundesliga 23/24","Austrian Bundesliga","WSG Tirol","6.921875","221.5","32","0","0","0","0","0","0","598","287","885","67.570621468927","503","95","29","0","1","100","2","0","2","1","1","0","0","0","0","0","9","75","10","90.909090909091","19","82.608695652174","2831","0","0","0","0","1","0","0","0","0","0","0","0","0","0","172","37.802197802198","35","0","1","0","292","0","154","64","1223","7","3","0","0","2","0","0","0","93","4","4","1","73","19","46","7","14","31","27","9","0","32","0","0","0","1","0","4","1","0","0","0","455","53","0","0","0","0","0","8","565","320","5","0","237","312","0","1052345","32","0","0","0","0"
"Paul Schermer","1127061","Bundesliga 23/24","Austrian Bundesliga","WSG Tirol","6.3","6.3","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","3","0","0","3","2","0","1403310","1","0","0","0","0"
"Alexander Eckmayr","870127","Bundesliga 25/26","Austrian Bundesliga","WSG Tirol","6.8","6.8","1","0","0","0","0","0.00123073","0","25","9","34","73.529411764706","20","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","42.857142857143","3","0","0","0","10","0","5","2","43","0","0","0","0","0","0","0","0","2","0","0","0","1","1","1","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","14","1","0","0","0","0","0","1","23","11","0","0","5","7","0","2687185","1","0.0187","0","0","0"
"Alexander Eckmayr","870127","Bundesliga 23/24","Austrian Bundesliga","SCR Altach","6.2","6.2","1","0","0","0","0","0","0","8","14","22","36.363636363636","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","1","100","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","30","1","0","0","0","14","0","0","0","26","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","20","2","0","0","0","0","0","0","8","14","0","0","8","4","0","1373484","1","0","0","0","0"
"Srdjan Hrstić","1116507","Bundesliga 25/26","Austrian Bundesliga","SCR Altach","6.5647058823529","111.6","17","2","1","5","1","0.39425901","3","98","71","169","57.988165680473","44","54","21","6","3","60","5","2","0","0","0","1","20","18","7","7","13","41.935483870968","32","47.761194029851","45","45.918367346939","670","11.111111111111","0","0","0","0","0","0","2","0","16","2","0","1","1","6","100","5","0","0","5","110","3","11","8","272","5","12","1","1","1","4","4","0","0","0","0","0","0","0","9","2","0","0","0","0","0","7","0","0","6","5","5","53","35","0","0","0","6","11","3","60","335","0","0","0","56","113","0","2.9854","0","24","0","2293815","19","0","0","0","0"
"Srdjan Hrstić","1116507","UEFA Europa League 23/24","UEFA Europa League","BK Häcken","6.725","26.9","4","1","0","1","0","0.06822941","1","22","5","27","81.481481481481","10","12","7","0","0","0","1","1","0","0","0","0","0","4","3","1","3","37.5","1","100","4","44.444444444444","146","25","0","0","0","0","0","0","1","0","4","0","0","0","1","2","100","0","0","0","1","15","0","0","0","49","2","2","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","2","1","5","0","0","0","0","2","4","1","100","146","0","0","0","11","17","0","0.9384","0","1","0","1170564","4","0","0","0","0"
"Srdjan Hrstić","1116507","Superliga 23/24","Mozzart Bet Superliga","FK Spartak Subotica","7.3","7.3","1","1","0","0","0","0","1","6","6","12","50","3","3","2","0","0","0","0","0","0","0","0","0","0","1","1","0","3","100","4","40","7","53.846153846154","80","100","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","7","0","0","0","21","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","6","6","0","0","0","1","1","0","0","80","0","0","0","4","8","0","0","0","2","0","1052748","1","0","0","0","0"
