İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"Lucas Lissens","929654","Challenger Pro League 23/24","Challenger Pro League","RSCA Futures U23","7.2444444444444","65.2","9","2","1","1","1","0","3","436","76","512","85.15625","306","131","71","4","6","85.714285714286","9","6","0","0","0","1","25","7","4","0","19","67.857142857143","21","61.764705882353","40","64.516129032258","810","28.571428571429","0","0","0","0","0","0","2","0","7","0","0","0","2","23","46.938775510204","29","0","1","1","87","1","41","21","615","4","2","0","0","5","1","3","0","0","2","0","0","0","0","11","2","0","0","0","0","0","9","0","0","4","7","4","22","13","0","0","0","49","13","7","77.777777777778","405","0","0","0","331","185","2","0","5","50","0","1179968","9","0","0","0","0","0","0"
"Wessel Dammers","363794","Superliga 25/26","Danish Superliga","Randers FC","7.312","182.8","25","1","0","5","1","0.67995449","2","1633","191","1824","89.52850877193","1105","528","163","2","4","100","27","24","1","0","0","0","0","13","5","4","48","63.157894736842","67","64.423076923077","115","63.888888888889","2205","7.6923076923077","0","0","1","1","0","0","1","0","11","2","0","1","0","180","64.056939501779","165","1","0","4","212","0","174","121","2172","17","13","1","1","12","0","4","0","0","8","0","0","0","0","26","5","0","0","0","0","0","25","0","0","2","4","3","65","37","0","0","0","281","31","12","44.444444444444","2205","0","0","0","1163","661","5","1.8209","37","84","26","2067250","25","0","0","0","0","0","0"
"Wessel Dammers","363794","Superliga 24/25","Danish Superliga","Randers FC","7.240625","231.7","32","6","1","1","0","0","6","1963","167","2130","92.159624413146","1326","637","175","1","8","88.888888888889","28","34","3","0","0","0","0","15","9","5","50","63.291139240506","76","70.37037037037","126","67.379679144385","2880","40","0","0","0","3","0","0","6","0","15","0","4","1","1","150","60.728744939271","220","1","2","5","186","2","158","111","2555","16","15","1","0","10","0","1","0","0","6","0","0","0","0","43","9","0","0","0","0","0","32","0","0","1","9","0","61","32","0","0","0","247","52","18","64.285714285714","480","0","0","0","1384","746","6","0","71","127","0","1460921","32","0","0","0","0","0","0"
"Wessel Dammers","363794","Superliga 23/24","Danish Superliga","Randers FC","6.9466666666667","208.4","30","3","0","2","0","0","3","1680","240","1920","87.5","1074","606","139","6","3","60","30","35","5","1","1","0","0","14","3","10","44","61.111111111111","74","62.71186440678","118","62.105263157895","2572","21.428571428571","0","0","0","0","0","0","3","0","13","1","2","1","0","132","52.173913043478","131","0","1","3","260","1","182","104","2232","11","15","0","0","9","1","1","0","0","4","0","0","0","0","39","8","0","0","0","0","0","29","0","0","6","5","0","72","44","0","0","0","253","47","22","73.333333333333","857.33333333333","0","0","0","1166","754","2","0","32","168","0","1047888","30","0","0","0","0","0","0"
"Nikolas Dyhr","976380","Superliga 25/26","Danish Superliga","Randers FC","6.612","165.3","25","1","3","2","2","2.87047331","3","629","156","785","80.127388535032","279","350","196","17","4","50","34","17","4","0","0","14","19.444444444444","10","5","1","41","56.944444444444","11","57.894736842105","52","57.142857142857","2132","10","0","0","0","0","0","0","1","0","8","2","0","1","0","15","24.193548387097","56","0","0","4","272","4","58","22","1202","3","12","0","1","11","1","4","0","0","6","0","0","0","0","26","4","0","0","0","0","0","25","0","0","17","8","72","39","8","0","0","0","62","30","19","55.882352941176","2132","0","0","0","319","466","1","1.1703","0","78","4","2067227","25","0","0","0","0","0","0"
"Nikolas Dyhr","976380","Superliga 24/25","Danish Superliga","Randers FC","6.7592592592593","182.5","27","1","3","0","3","0","4","596","180","776","76.80412371134","281","332","181","17","8","53.333333333333","26","20","2","0","0","17","32.692307692308","5","2","0","43","62.31884057971","12","38.709677419355","55","55","2129","20","0","0","0","0","0","0","1","0","3","2","0","1","0","28","28.865979381443","62","0","0","6","285","4","64","31","1253","9","8","0","0","7","3","3","0","0","2","0","0","0","0","30","7","0","0","0","0","0","24","0","0","17","15","52","45","19","0","0","0","97","37","20","76.923076923077","2129","0","0","0","334","494","0","0","0","65","0","1460923","27","0","0","0","0","0","0"
"Nikolas Dyhr","976380","Superliga 23/24","Danish Superliga","FC Midtjylland","6.5416666666667","78.5","12","0","0","0","0","0","0","75","32","107","70.093457943925","39","37","22","0","0","0","9","2","0","0","0","1","9.0909090909091","1","0","0","17","80.952380952381","4","66.666666666667","21","77.777777777778","344","0","0","0","0","0","1","0","0","0","0","1","0","0","0","3","20","6","0","0","0","65","2","6","2","200","8","1","0","0","2","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","2","0","0","0","1","11","6","2","0","0","0","15","6","4","44.444444444444","0","0","0","0","54","64","0","0","0","18","0","1044623","13","0","0","0","0","0","0"
"Nikolas Dyhr","976380","MLS 2024","MLS","St.Louis City","6.375","25.5","4","0","0","0","0","0.16120421","0","37","20","57","64.912280701754","25","13","8","1","0","0","2","0","0","0","0","1","50","0","0","0","5","41.666666666667","1","33.333333333333","6","40","143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","45.454545454545","5","0","0","0","33","0","7","2","102","3","4","0","0","2","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","0","0","1","2","2","9","2","0","0","0","11","4","1","50","0","0","0","0","32","27","0","0","0","6","0","1315245","5","0","0","0","0","0","0"
"Sabil Hansen","1477350","Superliga 25/26","Danish Superliga","Randers FC","6.85","137","20","1","2","1","0","1.68776208","1","323","102","425","76","136","187","95","11","7","50","41","21","3","0","0","6","25","8","2","3","65","52.41935483871","20","52.631578947368","85","52.469135802469","1002","12.5","0","0","1","0","0","0","1","0","6","2","0","0","1","18","37.5","54","0","0","8","181","3","13","2","772","17","25","0","0","19","1","3","0","0","3","0","0","0","0","10","3","0","0","0","0","0","11","0","0","11","14","24","77","18","0","0","0","48","13","24","58.536585365854","1002","0","0","0","162","263","1","0.7834","0","42","3","2067244","21","0","0","0","0","0","0"
"Sabil Hansen","1477350","Superliga 24/25","Danish Superliga","Randers FC","6.7666666666667","81.2","12","0","1","1","0","0","0","158","45","203","77.832512315271","74","86","45","3","10","50","32","9","1","0","0","2","25","2","0","1","47","58.75","10","62.5","57","59.375","542","0","0","0","0","0","0","0","0","0","1","1","0","0","0","7","33.333333333333","26","0","0","3","80","2","8","4","372","5","9","0","0","11","0","1","0","0","0","0","0","0","0","13","2","0","0","0","0","0","6","0","0","3","20","8","39","6","0","0","0","21","15","20","62.5","0","0","0","0","84","127","0","0","0","19","0","1484600","14","0","0","0","0","0","0"
"Sabil Hansen","1477350","Superliga 23/24","Danish Superliga","Randers FC","6.68","33.4","5","0","0","0","0","0","0","67","18","85","78.823529411765","29","38","21","1","2","100","7","2","0","0","0","0","0","2","0","0","11","78.571428571429","1","25","12","66.666666666667","171","0","0","0","0","1","0","0","0","0","0","2","0","0","0","5","50","2","0","0","1","26","2","4","3","120","2","2","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","2","1","6","3","0","0","0","10","2","5","71.428571428571","0","0","0","0","30","56","0","0","0","9","0","1302963","6","0","0","0","0","0","0"
"Daniel Hoegh","53790","Superliga 25/26","Danish Superliga","Randers FC","7.1791666666667","172.3","24","3","0","2","0","0.35480066","3","1339","207","1546","86.610608020699","875","464","120","3","5","62.5","40","31","6","0","0","1","100","15","7","6","63","67.741935483871","82","70.689655172414","145","69.377990430622","2098","20","0","0","1","2","0","0","3","0","15","0","2","0","1","77","45.562130177515","154","0","1","6","233","1","101","47","1890","18","17","1","0","4","0","2","0","0","8","0","0","0","0","23","5","0","0","0","0","0","24","0","0","3","8","1","64","34","0","0","0","169","28","28","70","699.33333333333","0","0","0","941","605","3","1.4292","6","79","14","2067238","24","0","0","0","0","0","0"
"Daniel Hoegh","53790","Superliga 24/25","Danish Superliga","Randers FC","7.0333333333333","232.1","33","1","0","3","1","0","2","1766","241","2007","87.992027902342","1134","632","146","3","1","100","42","33","2","0","0","0","0","16","7","7","56","67.469879518072","102","62.576687116564","158","64.227642276423","2970","6.25","0","0","0","0","0","0","1","0","16","0","0","0","1","94","48.704663212435","208","1","1","8","271","1","114","51","2448","15","14","0","0","6","0","2","0","0","6","0","0","0","0","44","9","0","0","0","0","0","33","0","0","3","1","4","88","61","0","0","0","193","53","25","59.52380952381","2970","0","0","0","1217","794","4","0","6","121","0","1460927","33","0","0","0","0","0","0"
"Daniel Hoegh","53790","Superliga 23/24","Danish Superliga","Randers FC","7.075","198.1","28","2","2","3","1","0","3","1387","229","1616","85.829207920792","860","527","153","7","3","42.857142857143","30","34","1","0","0","0","0","21","6","9","55","62.5","88","58.278145695364","143","59.832635983264","2471","9.5238095238095","0","0","0","0","0","0","2","0","21","0","1","0","1","85","48.022598870056","120","0","0","3","248","1","108","48","1937","23","22","2","0","5","0","6","0","0","6","0","0","0","0","28","8","0","0","0","0","0","28","0","0","7","7","3","96","63","0","0","0","177","36","15","50","1235.5","0","0","0","952","667","3","0","4","120","0","1088547","28","0","0","0","0","0","0"
"Oliver Jones","1167345","Superliga 24/25","Danish Superliga","Randers FC","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1953160","1","0","0","0","0","0","0"
"Benjamin Örn","1562887","Superliga 25/26","Danish Superliga","Randers FC","6.2","6.2","1","0","0","0","0","0.00026344","0","2","0","2","100","1","1","0","0","1","100","0","1","0","0","0","0","0","0","0","0","1","100","0","0","1","50","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","2799342","1","0","0","0","0","0","0"
"Martin Sjølstad","1388081","Superliga 25/26","Danish Superliga","Randers FC","6.66","33.3","5","0","2","0","0","0.22645317","0","25","5","30","83.333333333333","10","15","11","3","0","0","0","0","0","0","0","2","33.333333333333","0","0","0","1","33.333333333333","2","66.666666666667","3","50","85","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","33.333333333333","0","0","1","0","16","0","3","2","55","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","3","0","6","3","1","0","0","0","3","2","0","0","0","0","0","0","12","18","0","0","0","1","2","2664618","5","0","0","0","0","0","0"
"Paul Izzo","155925","Superliga 25/26","Danish Superliga","Randers FC","7.235","144.7","20","0","0","0","0","0.05967882","0","464","197","661","70.196671709531","398","66","20","0","1","100","1","0","1","0","0","0","0","0","0","0","3","75","7","100","10","90.909090909091","1800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125","39.808917197452","21","0","0","0","204","0","100","63","889","1","0","0","0","1","0","0","0","67","7","1","0","36","31","21","5","8","15","14","26","0","20","0","0","0","1","0","1","0","0","0","0","314","26","1","100","0","0","1","11","458","203","3","0","109","201","0","2145845","20","0","0","0","2.5543","0","0"
"Paul Izzo","155925","Superliga 24/25","Danish Superliga","Randers FC","7.0454545454545","232.5","33","0","0","0","0","0","0","657","295","952","69.012605042017","572","85","22","0","0","0","0","0","2","0","0","0","0","0","0","0","3","50","16","88.888888888889","19","79.166666666667","2970","0","0","0","0","0","0","0","0","0","0","0","0","0","0","155","35.147392290249","49","0","1","0","304","0","110","57","1317","4","0","0","0","3","0","0","0","110","6","5","0","71","36","44","9","16","31","27","19","1","33","0","0","0","0","0","5","2","0","0","0","441","53","0","0","0","0","2","20","648","304","3","0","220","287","0","1460925","33","0","0","0","0","0","0"
"Jannich Storch","134801","Superliga 25/26","Danish Superliga","Randers FC","7.16","35.8","5","0","0","0","0","0.00650139","0","130","36","166","78.313253012048","113","17","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","100","1","50","450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","42.622950819672","2","0","0","0","38","0","9","4","199","0","0","0","0","1","0","0","0","11","2","2","1","5","5","5","0","2","2","2","3","0","5","0","0","0","0","0","1","0","0","0","0","61","5","0","0","0","0","0","6","126","40","0","0","29","36","0","2067254","5","0","0","0","1.1888","0","0"
"Jannich Storch","134801","Superliga 24/25","Danish Superliga","Lyngby","7.3","175.2","24","0","1","0","1","0","1","513","179","692","74.132947976879","450","63","19","1","1","100","0","0","2","0","0","0","0","0","0","0","4","57.142857142857","10","76.923076923077","14","70","2019","0","0","0","0","3","0","0","0","0","0","0","0","0","0","126","42.71186440678","27","0","1","0","180","0","77","44","951","3","3","0","0","1","0","0","0","80","4","5","1","54","25","27","4","15","10","10","20","0","23","0","0","1","1","0","6","3","0","0","0","295","31","0","0","0","0","1","20","509","183","5","0","149","215","0","1462782","24","0","0","0","0","0","0"
"Jannich Storch","134801","Superliga 23/24","Danish Superliga","Lyngby","7.2571428571429","50.8","7","0","0","0","0","0","0","139","66","205","67.80487804878","114","25","4","0","0","0","1","0","0","0","0","0","0","0","0","0","3","100","1","100","4","100","630","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","40.366972477064","10","0","0","0","67","0","14","9","281","2","0","0","0","0","0","0","0","23","1","0","0","16","7","7","0","6","4","4","6","0","7","0","0","0","0","0","0","0","0","0","0","109","7","0","0","0","0","1","3","127","78","0","0","44","78","0","1350169","7","0","0","0","0","0","0"
"Friday Etim","1172464","Superliga 25/26","Danish Superliga","FC Fredericia","6.875","55","8","2","0","1","1","0.2401416","3","66","34","100","66","20","46","28","8","8","47.058823529412","10","5","0","0","0","0","0","13","5","6","23","40.350877192982","19","65.51724137931","42","48.837209302326","613","15.384615384615","0","0","0","0","0","0","2","0","10","3","0","1","1","2","66.666666666667","13","0","0","12","90","4","3","1","239","5","11","0","0","2","2","2","0","0","0","0","0","0","0","8","2","0","0","0","0","0","7","0","0","8","17","2","44","10","0","0","0","3","10","7","70","306.5","0","0","0","29","71","1","2.8183","0","28","1","2083481","8","0","0","0","0","0","0"
"Friday Etim","1172464","Liga Portugal 2 24/25","Liga Portugal 2","CD Mafra","7.04","211.2","30","7","9","17","5","0","12","369","222","591","62.43654822335","102","269","171","40","51","57.954545454545","13","8","5","0","0","2","16.666666666667","65","28","27","114","44.88188976378","130","48.872180451128","244","46.923076923077","2668","10.769230769231","1","0","0","0","0","0","6","1","53","12","2","1","4","19","57.575757575758","33","0","0","53","450","18","36","19","1176","51","54","1","0","9","18","10","2","0","7","0","0","0","0","39","6","0","0","0","0","0","30","0","0","38","88","12","276","136","0","0","1","33","45","6","46.153846153846","381.14285714286","0","0","0","132","471","1","0","0","77","0","1504703","30","0","0","0","0","0","0"
"Oscar Buch","841079","Superliga 25/26","Danish Superliga","FC Fredericia","6.9421052631579","131.9","19","6","3","2","1","1.07545265","7","237","67","304","77.960526315789","91","146","98","13","15","46.875","19","10","2","0","0","5","15.151515151515","32","13","8","53","46.086956521739","10","25.641025641026","63","40.909090909091","1308","18.75","0","0","0","0","0","0","6","0","27","5","1","1","3","4","33.333333333333","24","0","0","23","180","12","14","1","596","19","17","1","0","5","9","11","0","0","1","0","0","0","0","30","2","0","0","0","0","0","14","0","0","13","32","33","91","29","0","0","0","12","32","12","63.157894736842","218","0","0","0","105","199","1","3.5734","0","71","7","2117990","19","0","0","0","0","0","0"
"Agon Mucolli","809272","Superliga 25/26","Danish Superliga","FC Fredericia","6.99375","111.9","16","4","5","0","1","1.99937779","5","197","60","257","76.653696498054","53","144","94","13","20","60.606060606061","9","1","1","0","0","2","7.6923076923077","25","13","8","33","41.25","0","0","33","41.25","688","16","0","0","0","0","1","0","3","1","13","12","0","0","4","13","56.521739130435","7","0","0","22","143","2","30","16","431","4","5","2","0","7","4","4","0","0","0","0","0","0","0","18","3","0","0","0","0","0","5","0","0","13","33","26","47","0","0","0","0","23","21","4","44.444444444444","172","0","0","0","58","199","2","2.4164","0","24","0","2067194","16","0","0","0","0","0","0"
"Eskild Dall","1036001","Superliga 25/26","Danish Superliga","FC Fredericia","6.6066666666667","99.1","15","1","3","1","2","0.31455785","3","60","22","82","73.170731707317","26","34","20","5","1","25","7","2","1","0","0","0","0","9","5","2","12","35.294117647059","10","34.48275862069","22","34.920634920635","658","11.111111111111","0","0","0","0","0","0","1","0","7","2","0","0","1","1","25","7","0","0","7","43","1","1","1","148","4","9","0","0","3","7","2","0","0","1","0","0","0","0","13","2","0","0","0","0","0","6","0","0","5","4","0","41","19","0","0","0","4","15","4","57.142857142857","658","0","0","0","32","50","0","1.5601","0","11","3","2080131","18","0","0","0","0","0","0"
"Elias Hansborg","1149076","Superliga 25/26","Danish Superliga","FC Fredericia","6.54","32.7","5","0","0","1","0","0.0381363","0","26","6","32","81.25","9","17","9","1","1","50","3","2","0","0","0","0","0","5","0","3","7","53.846153846154","1","33.333333333333","8","50","83","0","0","0","0","0","0","0","0","0","4","1","0","0","0","1","50","3","0","0","2","16","0","0","0","62","3","0","0","0","3","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","2","8","2","0","0","0","2","2","0","0","0","0","0","0","10","22","0","0.6481","1","6","0","2123121","9","0","0","0","0","0","0"
"Patrick Egelund","904985","Superliga 25/26","Danish Superliga","FC Fredericia","6.7","73.7","11","1","1","1","1","0.74687237","2","61","16","77","79.220779220779","28","33","21","4","5","50","2","2","0","0","0","0","0","7","3","3","14","45.161290322581","3","20","17","36.95652173913","415","14.285714285714","0","0","0","0","0","0","1","0","6","1","0","0","1","1","100","8","0","0","5","32","5","1","0","132","8","4","1","0","3","2","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","4","0","0","4","10","0","29","12","0","0","0","1","7","2","100","415","0","0","0","35","42","0","1.2006","0","15","0","2067158","11","0","0","0","0","0","0"
"Gustav Marcussen","809277","Superliga 25/26","Danish Superliga","FC Fredericia","6.6291666666667","159.1","24","4","0","4","1","0.96220216","5","366","82","448","81.696428571429","128","238","161","23","28","46.666666666667","13","15","1","0","0","5","35.714285714286","29","11","9","69","41.818181818182","6","40","75","41.666666666667","1789","13.793103448276","1","1","1","0","0","0","4","0","20","9","1","1","2","23","69.69696969697","26","1","0","43","217","10","19","10","794","28","15","1","0","8","3","9","0","0","0","0","0","0","0","37","5","0","0","0","0","0","21","100","0","23","60","14","105","9","0","0","0","33","42","9","69.230769230769","447.25","0","0","0","149","299","1","3.9077","0","66","5","2067136","24","0","0","0","0","0","0"
"Sofus Johannesen","1563638","Superliga 25/26","Danish Superliga","FC Fredericia","6.76","101.4","15","4","0","1","1","0.51234216","5","134","61","195","68.717948717949","56","78","55","4","9","26.470588235294","18","8","1","0","0","2","16.666666666667","20","6","10","51","49.038461538462","6","33.333333333333","57","46.72131147541","739","20","0","0","0","0","1","0","4","0","16","4","0","0","4","11","47.826086956522","15","0","0","17","149","3","12","6","408","24","9","1","0","3","1","4","0","0","0","0","0","0","0","16","1","0","0","0","0","0","9","0","0","4","34","12","65","12","0","0","0","23","17","10","55.555555555556","184.75","0","0","0","72","123","1","1.7166","0","48","3","2271982","15","0","0","0","0","0","0"
"Sofus Johannesen","1563638","Superliga 24/25","Danish Superliga","FC Midtjylland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","100","0","0","1","100","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","0","0","0","0","0","0","0","0","0","0","0","1969600","1","0","0","0","0","0","0"
"Moses Opondo","878947","Superliga 25/26","Danish Superliga","FC Fredericia","6.4733333333333","97.1","15","0","1","0","1","1.07857736","1","173","45","218","79.357798165138","73","100","64","3","13","52","11","8","2","0","0","0","0","6","1","2","33","45.205479452055","6","25","39","40.20618556701","916","0","0","0","0","1","0","0","0","0","3","3","0","0","0","6","54.545454545455","19","1","1","10","96","6","6","5","389","9","9","0","0","10","1","3","1","0","1","0","0","0","0","21","5","0","0","0","0","0","11","0","0","2","25","3","58","18","0","0","0","11","26","5","45.454545454545","0","0","0","0","86","132","0","0.457","0","34","3","2067142","16","0","0","0","0","0","0"
"Jonatan Lindekilde","1146539","Superliga 25/26","Danish Superliga","FC Fredericia","6.7454545454545","74.2","11","1","1","1","1","0.25101088","2","128","36","164","78.048780487805","59","69","41","4","6","37.5","5","9","0","0","0","1","11.111111111111","14","6","5","21","46.666666666667","9","39.130434782609","30","44.117647058824","584","7.1428571428571","0","0","0","0","0","0","1","0","9","5","0","0","1","5","50","3","0","1","5","79","1","10","2","282","10","7","1","0","2","3","3","0","0","0","0","0","0","0","10","3","0","0","0","0","0","7","0","0","4","16","9","38","14","0","0","0","10","13","3","60","584","0","0","0","67","97","1","2.2682","0","32","1","2067140","11","0","0","0","0","0","0"
"Felix Winther","987802","Superliga 25/26","Danish Superliga","FC Fredericia","7.3","153.3","21","2","2","0","2","1.02502075","4","864","150","1014","85.207100591716","408","456","233","16","20","74.074074074074","54","24","4","0","0","1","8.3333333333333","7","2","2","96","49.740932642487","30","62.5","126","52.282157676349","1762","28.571428571429","0","0","0","0","0","0","1","1","2","5","1","0","1","70","61.40350877193","69","1","4","28","219","12","73","44","1379","23","36","0","0","26","0","3","0","0","1","0","0","0","0","31","6","0","0","0","0","0","20","0","0","16","27","12","115","18","0","0","0","114","37","35","64.814814814815","881","0","0","0","450","564","2","0.4914","0","116","13","2067186","21","0","0","0","0","0","0"
"Andreas Pyndt","1094168","Superliga 25/26","Danish Superliga","FC Fredericia","6.7714285714286","142.2","21","0","1","0","3","1.64604436","3","697","109","806","86.476426799007","361","336","153","16","1","16.666666666667","23","20","1","0","0","12","21.818181818182","4","0","3","28","54.901960784314","0","0","28","53.846153846154","1350","0","0","0","0","0","1","0","0","0","0","4","0","0","0","36","52.173913043478","24","2","0","5","182","6","71","43","1006","4","3","0","0","10","0","1","0","0","1","0","0","0","0","32","2","0","0","0","0","0","15","0","0","16","6","55","24","1","0","0","0","69","34","11","47.826086956522","0","0","0","0","396","410","0","0.1536","0","75","7","2067164","21","0","0","0","0","0","0"
"Andreas Pyndt","1094168","Superliga 24/25","Danish Superliga","Silkeborg IF","7.3","14.6","2","1","0","0","0","0","1","124","9","133","93.233082706767","90","34","10","0","0","0","3","3","0","0","0","0","0","1","1","0","4","66.666666666667","1","100","5","71.428571428571","154","100","0","0","0","0","0","0","0","1","0","1","0","0","1","3","42.857142857143","0","0","0","1","14","0","7","3","150","1","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","1","2","0","0","0","0","7","2","3","100","154","0","0","0","94","40","0","0","0","3","0","1484261","2","0","0","0","0","0","0"
"Andreas Pyndt","1094168","Superliga 23/24","Danish Superliga","Silkeborg IF","6.3333333333333","19","3","0","0","0","0","0","0","46","8","54","85.185185185185","31","15","2","0","0","0","2","0","0","0","0","0","0","1","0","1","2","50","0","0","2","50","50","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","25","0","0","1","0","12","0","5","4","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","4","0","2","100","0","0","0","0","35","19","0","0","0","12","0","1053881","6","0","0","0","0","0","0"
"Emilio Simonsen","893766","Superliga 25/26","Danish Superliga","FC Fredericia","6.6866666666667","100.3","15","1","1","2","3","1.22506498","4","300","64","364","82.417582417582","102","198","129","22","14","40","27","14","4","0","0","2","40","21","5","8","59","42.142857142857","3","17.647058823529","62","39.490445859873","1011","4.7619047619048","0","0","0","0","0","0","1","0","10","11","0","0","1","7","53.846153846154","12","0","0","22","141","7","11","9","603","18","26","2","0","13","6","8","0","0","1","0","0","0","0","24","4","0","0","0","0","0","13","0","0","22","35","5","95","14","0","0","0","13","28","15","55.555555555556","1011","0","0","0","120","244","0","1.7992","0","45","4","2067182","15","0","0","0","0","0","0"
"Jakob Jessen","1133228","Superliga 25/26","Danish Superliga","FC Fredericia","6.672","166.8","25","0","5","0","3","2.56640146","3","621","146","767","80.96479791395","294","327","186","20","20","46.511627906977","78","37","2","0","0","21","25.301204819277","21","6","8","114","63.333333333333","9","33.333333333333","123","59.420289855072","1918","0","0","0","0","0","1","0","0","0","12","9","0","0","0","29","38.157894736842","64","1","0","16","321","7","52","24","1443","16","15","0","0","12","1","7","0","0","2","0","0","0","0","40","5","0","0","0","0","0","21","0","0","20","43","83","84","18","0","0","0","76","45","47","60.25641025641","0","0","0","0","360","407","0","1.3542","0","98","8","2067178","25","0","0","0","0","0","0"
"Daniel Haarbo","1126440","Superliga 25/26","Danish Superliga","FC Fredericia","6.5333333333333","19.6","3","0","0","0","0","0.01384835","0","43","6","49","87.755102040816","28","15","11","0","0","0","1","1","1","0","0","0","0","1","0","0","2","50","0","0","2","40","117","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","33.333333333333","6","0","0","0","7","0","0","0","69","1","3","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","3","2","1","100","0","0","0","0","30","19","0","0.0247","0","3","1","2196158","3","0","0","0","0","0","0"
